,contam,uncontamf,contamf,sup
0,0.0,2.6333566794594443,2.6084339896032436,112.87159902252597
1,5.0,2.6333566794594443,2.606898244451209,137.58195428526676
2,10.0,2.6333566794594443,2.604219721229673,151.44969594255286
3,15.0,2.6333566794594443,2.5969259790540367,158.3153065386007
4,20.0,2.6333566794594443,2.594451743237091,151.87627470975684
5,25.0,2.6333566794594443,2.594992731200933,137.1737960228625
6,30.0,2.6333566794594443,2.600056294446463,113.62121807922065
7,35.0,2.6333566794594443,2.6092967484697707,83.30483586438575
8,40.0,2.6333566794594443,2.620100856680125,51.95739563832369
9,45.0,2.6333566794594443,2.628716312149987,26.440748215526
10,50.0,2.6333566794594443,2.6366224108731977,5.418982071430989
11,55.0,2.6333566794594443,2.6356078916829118,4.274500380779145
12,60.0,2.6333566794594443,2.632159983391955,4.245960243303593
13,65.0,2.6333566794594443,2.629371190188835,4.634083397265343
14,70.0,2.6333566794594443,2.6291431418145934,3.9954582122998517
15,75.0,2.6333566794594443,2.6314713265987133,2.607351382247547
16,80.0,2.6333566794594443,2.6346670824245173,2.488244334053036
17,85.0,2.6333566794594443,2.6359323176083067,2.788278303306413
18,90.0,2.6333566794594443,2.6323128117521404,6.458955940697564
19,95.0,2.6333566794594443,2.6222543074126388,18.441614931224315
20,100.0,2.6333566794594443,2.6070446235738793,38.52457800812914
21,105.0,2.6333566794594443,2.5907485933125525,63.225340663352725
22,110.0,2.6333566794594443,2.5782352900488754,87.90017174387366
23,115.0,2.6333566794594443,2.572636168480442,109.07564359256483
24,120.0,2.6333566794594443,2.5700108541710374,128.9255514702585
25,125.0,2.6333566794594443,2.5762670780233075,140.7414767983983
26,130.0,2.6333566794594443,2.584387351716022,149.20923494283576
27,135.0,2.6333566794594443,2.5920760367881903,155.13090364050086
28,140.0,2.6333566794594443,2.602206347010864,155.68540497786643
29,145.0,2.6333566794594443,2.6064889014908514,158.09620859183048
30,150.0,2.6333566794594443,2.609245539049431,159.51221862919596
31,155.0,2.6333566794594443,2.610901879041318,160.30050477243662
32,160.0,2.6333566794594443,2.6118413769803595,160.71356387206137
33,165.0,2.6333566794594443,2.6123468230588722,160.91811703206815
34,170.0,2.6333566794594443,2.612604832282185,161.01272434121228
35,175.0,2.6333566794594443,2.6127295682211646,161.05509934829243
36,180.0,2.6333566794594443,2.612786554464106,161.07310843905864
37,185.0,2.6333566794594443,2.6128111126821296,161.08083596098766
38,190.0,2.6333566794594443,2.6128210832692895,161.0834807613415
39,195.0,2.6333566794594443,2.61282489130301,161.08491797045232
40,200.0,2.6333566794594443,2.6128262557259387,161.084743922995
41,205.0,2.6333566794594443,2.612826712254366,161.08540767148583
42,210.0,2.6333566794594443,2.6128268540292283,161.08469429807926
43,215.0,2.6333566794594443,2.6128268946244746,161.08545931911777
44,220.0,2.6333566794594443,2.612826905277487,161.08453996501382
45,225.0,2.6333566794594443,2.6128269078269817,161.0854586315078
46,230.0,2.6333566794594443,2.612826908381298,161.08473379816246
47,235.0,2.6333566794594443,2.612826908490439,161.08543389257335
48,240.0,2.6333566794594443,2.612826908509835,161.08490462309533
49,245.0,2.6333566794594443,2.6128269085129308,161.08538633477565
50,250.0,2.6333566794594443,2.612826908513372,161.08505266363693
51,255.0,2.6333566794594443,2.6128269085134277,161.0853159991663
52,260.0,2.6333566794594443,2.6128269085134392,161.08517792824983
53,265.0,2.6333566794594443,2.61282690851227,161.08522288795513
54,270.0,2.6333566794594443,2.6128269084206917,161.0852804081162
55,275.0,2.6333566794594443,2.612826904740205,161.0851057294198
56,280.0,2.6333566794594443,2.6128268147777503,161.0852687262181
57,285.0,2.6333566794594443,2.612825439564453,161.08156239557303
58,290.0,2.6333566794594443,2.6128122708892714,161.0129677486043
59,295.0,2.6333566794594443,2.6127338507228757,160.26197199101233
60,300.0,2.6333566794594443,2.6124468170126813,155.96129703948947
61,305.0,2.6333566794594443,2.6118099578513188,142.83226097320778
