,contam,uncontamf,contamf,sup
0,5.0,2.307551496538404,2.29402865116822,99.98864348620629
1,10.0,2.307551496538404,2.293353567195533,110.28031856746523
2,15.0,2.307551496538404,2.2912725706610577,111.66900142525549
3,20.0,2.307551496538404,2.287997142595569,109.74916631424492
4,25.0,2.307551496538404,2.284835813702129,104.05214955049402
5,30.0,2.307551496538404,2.284335899741547,91.47239972813104
6,35.0,2.307551496538404,2.2887905756332017,70.16331979693113
7,40.0,2.307551496538404,2.2976479414762037,43.21654396991015
8,45.0,2.307551496538404,2.3067109642533987,18.89537560518928
9,50.0,2.307551496538404,2.3110869568140573,5.7647104347475775
10,55.0,2.307551496538404,2.3095247692518277,4.080945903752742
11,60.0,2.307551496538404,2.3054245848815076,5.656024978744512
12,65.0,2.307551496538404,2.303222452589687,6.551248951941702
13,70.0,2.307551496538404,2.3042214421929152,5.345496509213454
14,75.0,2.307551496538404,2.306577768558618,3.1065738938917953
15,80.0,2.307551496538404,2.308481914047455,2.3401587740865537
16,85.0,2.307551496538404,2.309156038950689,2.6224803508863026
17,90.0,2.307551496538404,2.306838329314719,6.9261709682599815
18,95.0,2.307551496538404,2.299023652312756,18.47471004786616
19,100.0,2.307551496538404,2.2861816081711104,36.256090537939656
20,105.0,2.307551496538404,2.2731994768552877,55.63704637492428
21,110.0,2.307551496538404,2.2656958611680227,72.42504131835936
22,115.0,2.307551496538404,2.2656215727254865,85.08924077851177
23,120.0,2.307551496538404,2.2708183817415164,94.17441846714247
24,125.0,2.307551496538404,2.2777544376340546,100.70940443770304
25,130.0,2.307551496538404,2.28394084859911,105.36267425340462
26,135.0,2.307551496538404,2.2884716602255417,108.50296373657287
27,140.0,2.307551496538404,2.2914272485732763,110.47193401248556
28,145.0,2.307551496538404,2.2932119822178363,111.59839907536906
29,150.0,2.307551496538404,2.2942224583628312,112.1691516259471
30,155.0,2.307551496538404,2.29475945646276,112.4242796019903
31,160.0,2.307551496538404,2.295028125475221,112.53254887407138
32,165.0,2.307551496538404,2.295156424426558,112.58543361363138
33,170.0,2.307551496538404,2.2952163841178015,112.61455432973477
34,175.0,2.307551496538404,2.295244466114164,112.62861963603754
35,180.0,2.307551496538404,2.295257653559761,112.63381881897061
36,185.0,2.307551496538404,2.295263665214771,112.63571281730478
37,190.0,2.307551496538404,2.2952661976918605,112.63580107490512
38,195.0,2.307551496538404,2.2952671421100717,112.63635449941134
39,200.0,2.307551496538404,2.295267445494818,112.63574358446604
40,205.0,2.307551496538404,2.2952675282442407,112.63643065326079
41,210.0,2.307551496538404,2.2952675472682436,112.63553524647207
42,215.0,2.307551496538404,2.295267550937373,112.63645641064457
43,220.0,2.307551496538404,2.295267551527894,112.63533998096165
44,225.0,2.307551496538404,2.295267551606458,112.63645400367395
45,230.0,2.307551496538404,2.2952675516149226,112.63557479809094
46,235.0,2.307551496538404,2.2952675516156225,112.63642394452233
47,240.0,2.307551496538404,2.2952675516156593,112.63578198276036
48,245.0,2.307551496538404,2.295267551615659,112.63636625790241
49,250.0,2.307551496538404,2.2952675516156584,112.63596154245903
50,255.0,2.307551496538404,2.2952675516156584,112.63628094634726
51,260.0,2.307551496538404,2.2952675516156584,112.63611347781222
52,265.0,2.307551496538404,2.295267551615659,112.63616801019793
53,270.0,2.307551496538404,2.2952675516156815,112.63623778875598
54,275.0,2.307551496538404,2.2952675516162526,112.63602744959655
55,280.0,2.307551496538404,2.2952675515056447,112.63633446096577
56,285.0,2.307551496538404,2.295267538699193,112.63585041028534
57,290.0,2.307551496538404,2.295266988761525,112.63504227004262
58,295.0,2.307551496538404,2.2952563712613787,112.56576960322207
59,300.0,2.307551496538404,2.295162769592863,111.29767068648277
60,305.0,2.307551496538404,2.294791483817637,103.19294895822395
