,contam,uncontamf,contamf,sup
0,5.0,2.309874980627371,2.296312442867059,100.15899530453964
1,10.0,2.309874980627371,2.2956340359671006,110.47935941127207
2,15.0,2.309874980627371,2.2935476868873024,111.87531243117022
3,20.0,2.309874980627371,2.290267689102739,109.94942862263457
4,25.0,2.309874980627371,2.287106860536153,104.23558863555193
5,30.0,2.309874980627371,2.2866153850507778,91.62486949756321
6,35.0,2.309874980627371,2.291085015492803,70.27072923895261
7,40.0,2.309874980627371,2.299958114969422,43.27434187738888
8,45.0,2.309874980627371,2.309031686179179,18.913704027814227
9,50.0,2.309874980627371,2.3134115650907097,5.765757602348209
10,55.0,2.309874980627371,2.311849843489191,4.081828554777012
11,60.0,2.309874980627371,2.3077500653126184,5.658352860874238
12,65.0,2.309874980627371,2.3055482070767717,6.5544071070631205
13,70.0,2.309874980627371,2.3065458172505067,5.347929796055695
14,75.0,2.309874980627371,2.3089001414636514,3.1075118297958504
15,80.0,2.309874980627371,2.3108047464664376,2.342095632991814
16,85.0,2.309874980627371,2.311481501983578,2.622829836866458
17,90.0,2.309874980627371,2.309161578406419,6.931020141244915
18,95.0,2.309874980627371,2.3013310224515457,18.49994256170273
19,100.0,2.309874980627371,2.2884579802452576,36.31707123686567
20,105.0,2.309874980627371,2.275438978322643,55.73845527740495
21,110.0,2.309874980627371,2.2679065487846444,72.56157043997113
22,115.0,2.309874980627371,2.2678207474444045,85.25128819778338
23,120.0,2.309874980627371,2.2730233647974467,94.35334595417366
24,125.0,2.309874980627371,2.2799759394711794,100.89961728538022
25,130.0,2.309874980627371,2.2861818229596143,105.56073206841532
26,135.0,2.309874980627371,2.2907298228895905,108.70655894116865
27,140.0,2.309874980627371,2.2936982543948408,110.67928074002431
28,145.0,2.309874980627371,2.295491563173096,111.80807724003827
29,150.0,2.309874980627371,2.296507314665881,112.38015852740624
30,155.0,2.309874980627371,2.297047358453013,112.63595984511632
31,160.0,2.309874980627371,2.2973176953851255,112.74455297584751
32,165.0,2.309874980627371,2.2974468663211463,112.7976006840754
33,170.0,2.309874980627371,2.2975072637352065,112.82680698700531
34,175.0,2.309874980627371,2.297535558413234,112.84091529788753
35,180.0,2.309874980627371,2.297548846866546,112.84613286632705
36,185.0,2.309874980627371,2.297554905662956,112.8480343590823
37,190.0,2.309874980627371,2.297557459601765,112.84812477281037
38,195.0,2.309874980627371,2.297558413352741,112.84867962729805
39,200.0,2.309874980627371,2.297558720513511,112.84806822601468
40,205.0,2.309874980627371,2.297558804652441,112.84875618917312
41,210.0,2.309874980627371,2.2975588241341467,112.84785972420508
42,215.0,2.309874980627371,2.297558827936924,112.84878199719373
43,220.0,2.309874980627371,2.2975588285618502,112.84766422835801
44,225.0,2.309874980627371,2.2975588286481976,112.8487795880524
45,230.0,2.309874980627371,2.2975588286582065,112.84789932740225
46,235.0,2.309874980627371,2.297558828659176,112.84874949284784
47,240.0,2.309874980627371,2.2975588286592536,112.84810676069412
48,245.0,2.309874980627371,2.297558828659258,112.84869173699974
49,250.0,2.309874980627371,2.2975588286592585,112.84828653587908
50,255.0,2.309874980627371,2.2975588286592585,112.84860632306959
51,260.0,2.309874980627371,2.2975588286592585,112.84843865356464
52,265.0,2.309874980627371,2.2975588286592585,112.84849325139135
53,270.0,2.309874980627371,2.29755882865926,112.84856311368685
54,275.0,2.309874980627371,2.2975588286585737,112.8483525220787
55,280.0,2.309874980627371,2.2975588285033863,112.84865988958614
56,285.0,2.309874980627371,2.297558814706062,112.8481741370777
57,290.0,2.309874980627371,2.2975582509140655,112.8473188999024
58,295.0,2.309874980627371,2.297547516370563,112.77714773650871
59,300.0,2.309874980627371,2.2974533577041325,111.50163492988696
60,305.0,2.309874980627371,2.2970806834906683,103.37161236087411
