,bw,loglambda,contam_data,IFsupnorm_ML,IFsupnorm_SM
24,9.0,-10.0,125.0,140.3710308213313,314.8617007387281
25,9.0,-10.0,130.0,148.81691833755005,325.18361246044327
26,9.0,-10.0,135.0,154.72427745891613,331.83591122535285
27,9.0,-10.0,140.0,155.28094717456753,336.48755127211416
28,9.0,-10.0,145.0,157.6853719033675,340.5509255028135
29,9.0,-10.0,150.0,159.09731264960314,344.36560808974446
30,9.0,-10.0,155.0,159.8831219752288,348.0368857623582
31,9.0,-10.0,160.0,160.294717747405,351.54094292210544
32,9.0,-10.0,165.0,160.49846033236292,354.88619472436056
33,9.0,-10.0,170.0,160.5926393674295,358.0806607497577
34,9.0,-10.0,175.0,160.63479660654423,361.13266123960693
35,9.0,-10.0,180.0,160.65270162301815,364.0504031152385
36,9.0,-10.0,185.0,160.66037985300952,366.84163104757437
37,9.0,-10.0,190.0,160.66300333537242,369.5134763897969
38,9.0,-10.0,195.0,160.6644304942293,372.07243193445015
39,9.0,-10.0,200.0,160.66425350325986,374.5243849103976
40,9.0,-10.0,205.0,160.6649148552215,376.87467090355665
41,9.0,-10.0,210.0,160.66420219256372,379.1281315406245
42,9.0,-10.0,215.0,160.66496578140033,381.28916899019936
43,9.0,-10.0,220.0,160.6640479039534,383.3617950369803
44,9.0,-10.0,225.0,160.6649650304952,385.34967440170374
45,9.0,-10.0,230.0,160.6642413971855,387.26771025560504
46,9.0,-10.0,235.0,160.6649403280045,389.12166229116997
47,9.0,-10.0,240.0,160.66441193731862,390.9018884741204
48,9.0,-10.0,245.0,160.66489284893493,392.6108758849351
49,9.0,-10.0,250.0,160.66455973194138,394.25092227829595
50,9.0,-10.0,255.0,160.6648226301317,395.8542603149688
51,9.0,-10.0,260.0,160.66468478852158,397.3960703185807
52,9.0,-10.0,265.0,160.66472967358436,398.87611787973754
53,9.0,-10.0,270.0,160.6647871059934,400.30228947796905
54,9.0,-10.0,275.0,160.66461305705815,401.70056115748275
55,9.0,-10.0,280.0,160.66478437512188,403.0426488496439
56,9.0,-10.0,285.0,160.66121139509448,404.3298079382807
57,9.0,-10.0,290.0,160.59390937888196,405.5948024612137
58,9.0,-10.0,295.0,159.85026924226275,406.8164274302597
59,9.0,-10.0,300.0,155.57400498236973,407.9872442716138
0,9.0,-12.0,5.0,137.58195428526676,16459.967973948154
1,9.0,-12.0,10.0,151.44969594255286,7862.604067842322
2,9.0,-12.0,15.0,158.3153065386007,5303.2668057729015
3,9.0,-12.0,20.0,151.87627470975684,4487.596692608099
4,9.0,-12.0,25.0,137.1737960228625,4009.70163811378
5,9.0,-12.0,30.0,113.62121807922065,1983.917450905332
6,9.0,-12.0,35.0,83.30483586438575,718.6328651335048
7,9.0,-12.0,40.0,51.95739563832369,1776.8981250764084
8,9.0,-12.0,45.0,26.440748215526,233.6073344009204
9,9.0,-12.0,50.0,5.418982071430989,50.20244878718905
10,9.0,-12.0,55.0,4.274500380779145,35.526984013177106
11,9.0,-12.0,60.0,4.245960243303593,12.539057460571712
12,9.0,-12.0,65.0,4.634083397265343,11.405761771891898
13,9.0,-12.0,70.0,3.9954582122998517,10.605951754626197
14,9.0,-12.0,75.0,2.607351382247547,6.286315180764168
15,9.0,-12.0,80.0,2.488244334053036,11.786663430165767
16,9.0,-12.0,85.0,2.788278303306413,21.623440901128888
17,9.0,-12.0,90.0,6.458955940697564,60.61904644746097
18,9.0,-12.0,95.0,18.441614931224315,227.32715633862455
19,9.0,-12.0,100.0,38.52457800812914,920.746925500338
20,9.0,-12.0,105.0,63.225340663352725,2018.432018493031
21,9.0,-12.0,110.0,87.90017174387366,1577.8715366716747
22,9.0,-12.0,115.0,109.07564359256483,2109.5016319661
23,9.0,-12.0,120.0,128.9255514702585,2308.829952466966
24,9.0,-12.0,125.0,140.7414767983983,2122.95114949971
25,9.0,-12.0,130.0,149.20923494283576,2086.223082195473
26,9.0,-12.0,135.0,155.13090364050086,2092.570080430794
27,9.0,-12.0,140.0,155.68540497786643,2100.128522562637
28,9.0,-12.0,145.0,158.09620859183048,2106.523515281242
29,9.0,-12.0,150.0,159.51221862919596,2112.4554849819024
30,9.0,-12.0,155.0,160.30050477243662,2118.1165428071004
31,9.0,-12.0,160.0,160.71356387206137,2123.5540284194876
32,9.0,-12.0,165.0,160.91811703206815,2128.7776527339875
33,9.0,-12.0,170.0,161.01272434121228,2133.7870879383668
34,9.0,-12.0,175.0,161.05509934829243,2138.5812891352825
35,9.0,-12.0,180.0,161.07310843905864,2143.244726623577
36,9.0,-12.0,185.0,161.08083596098766,2147.758028732983
37,9.0,-12.0,190.0,161.0834807613415,2152.0719961559903
38,9.0,-12.0,195.0,161.08491797045232,2156.187199241445
39,9.0,-12.0,200.0,161.084743922995,2160.104281440969
40,9.0,-12.0,205.0,161.08540767148583,2163.9597700639365
41,9.0,-12.0,210.0,161.08469429807926,2167.686620378617
42,9.0,-12.0,215.0,161.08545931911777,2171.2259871734395
43,9.0,-12.0,220.0,161.08453996501382,2174.577818074521
44,9.0,-12.0,225.0,161.0854586315078,2177.933510954026
45,9.0,-12.0,230.0,161.08473379816246,2181.146252690275
46,9.0,-12.0,235.0,161.08543389257335,2184.178000835184
47,9.0,-12.0,240.0,161.08490462309533,2187.1345055491565
48,9.0,-12.0,245.0,161.08538633477565,2190.058171567131
49,9.0,-12.0,250.0,161.08505266363693,2192.8051431503313
50,9.0,-12.0,255.0,161.0853159991663,2195.44768608653
51,9.0,-12.0,260.0,161.08517792824983,2198.11033038519
52,9.0,-12.0,265.0,161.08522288795513,2200.599079098726
53,9.0,-12.0,270.0,161.0852804081162,2202.9960477807826
54,9.0,-12.0,275.0,161.0851057294198,2205.4189421313436
55,9.0,-12.0,280.0,161.0852687262181,2207.669726706498
56,9.0,-12.0,285.0,161.08156239557303,2209.8767355804325
57,9.0,-12.0,290.0,161.0129677486043,2212.076222450582
58,9.0,-12.0,295.0,160.26197199101233,2214.104697668156
59,9.0,-12.0,300.0,155.96129703948947,2216.167510719782
