,bw,loglambda,contam_data,IFsupnorm
80,7.0,-10.0,322.0,111.95317044164743
81,7.0,-10.0,326.0,77.38084028862416
82,7.0,-10.0,330.0,67.45170546836016
83,7.0,-10.0,334.0,70.71115734692115
84,7.0,-10.0,338.0,60.110389694602695
85,7.0,-10.0,342.0,77.5713930730717
86,7.0,-10.0,346.0,89.0623401001962
87,7.0,-10.0,350.0,87.62750108825524
88,7.0,-10.0,354.0,95.68071629249076
89,7.0,-10.0,358.0,76.6486934099226
90,7.0,-10.0,362.0,64.95001939756052
91,7.0,-10.0,366.0,65.85230546661384
92,7.0,-10.0,370.0,81.42774125923447
93,7.0,-10.0,374.0,74.90978507092035
94,7.0,-10.0,378.0,82.82358615083223
95,7.0,-10.0,382.0,85.83747278889655
96,7.0,-10.0,386.0,53.948275001756315
97,7.0,-10.0,390.0,81.46909101881903
98,7.0,-10.0,394.0,78.90532514061468
99,7.0,-10.0,398.0,76.95022049813367
100,7.0,-10.0,402.0,57.17554310361237
101,7.0,-10.0,406.0,68.50693608649007
0,7.0,-12.0,2.0,49.38197937836434
1,7.0,-12.0,6.0,81.57608876587175
2,7.0,-12.0,10.0,80.0686336620318
3,7.0,-12.0,14.0,57.61865432223516
4,7.0,-12.0,18.0,83.18448666531471
5,7.0,-12.0,22.0,61.1722366462589
6,7.0,-12.0,26.0,53.72728677887353
7,7.0,-12.0,30.0,56.73238865914918
8,7.0,-12.0,34.0,50.22950342379026
9,7.0,-12.0,38.0,36.104261156789136
10,7.0,-12.0,42.0,23.202474562805374
11,7.0,-12.0,46.0,19.210326679253214
12,7.0,-12.0,50.0,16.00776948995417
13,7.0,-12.0,54.0,26.86367235161864
14,7.0,-12.0,58.0,22.742932193585496
15,7.0,-12.0,62.0,5.74916508695078
16,7.0,-12.0,66.0,23.41002042224314
17,7.0,-12.0,70.0,24.218841000489967
18,7.0,-12.0,74.0,4.673353957801218
19,7.0,-12.0,78.0,26.833691099186808
20,7.0,-12.0,82.0,12.993298966344579
21,7.0,-12.0,86.0,9.2267999870558
22,7.0,-12.0,90.0,24.894530211856726
23,7.0,-12.0,94.0,17.106228336780216
24,7.0,-12.0,98.0,15.117386620680517
25,7.0,-12.0,102.0,18.044633297762147
26,7.0,-12.0,106.0,39.26601982826989
27,7.0,-12.0,110.0,38.491301631382036
28,7.0,-12.0,114.0,48.632311695741336
29,7.0,-12.0,118.0,48.88629832656697
30,7.0,-12.0,122.0,48.62931392286021
31,7.0,-12.0,126.0,71.15074624826865
32,7.0,-12.0,130.0,57.26811491147332
33,7.0,-12.0,134.0,65.1445962058139
34,7.0,-12.0,138.0,90.1835500385418
35,7.0,-12.0,142.0,92.10570330162659
36,7.0,-12.0,146.0,88.39938074253028
37,7.0,-12.0,150.0,83.26711411805772
38,7.0,-12.0,154.0,69.39379061088677
39,7.0,-12.0,158.0,71.96609936989745
40,7.0,-12.0,162.0,105.57586252036562
41,7.0,-12.0,166.0,88.84452329596705
42,7.0,-12.0,170.0,111.61976035402363
43,7.0,-12.0,174.0,73.171926186959
44,7.0,-12.0,178.0,89.40912360571566
45,7.0,-12.0,182.0,153.8850074460534
46,7.0,-12.0,186.0,70.56611673613241
47,7.0,-12.0,190.0,85.96904758409258
