,bw,loglambda,contam_data,IFsupnorm
6,7.0,-12.0,26.0,3478.3837280295243
7,7.0,-12.0,30.0,3827.389771018552
8,7.0,-12.0,34.0,2585.1920008298207
9,7.0,-12.0,38.0,1496.1138701914547
10,7.0,-12.0,42.0,795.1635012235378
11,7.0,-12.0,46.0,270.6179163970345
12,7.0,-12.0,50.0,73.98938698358108
13,7.0,-12.0,54.0,46.2820547996955
14,7.0,-12.0,58.0,29.837788986606604
15,7.0,-12.0,62.0,20.66369981663634
16,7.0,-12.0,66.0,18.63269655783999
17,7.0,-12.0,70.0,14.106766354560007
18,7.0,-12.0,74.0,13.365298055135177
19,7.0,-12.0,78.0,13.248648330736401
20,7.0,-12.0,82.0,24.235656348207968
21,7.0,-12.0,86.0,30.28738989694162
22,7.0,-12.0,90.0,41.13597580033703
23,7.0,-12.0,94.0,70.9447248875346
24,7.0,-12.0,98.0,608.0343655530788
25,7.0,-12.0,102.0,674.5315930703154
26,7.0,-12.0,106.0,1692.0543197859445
27,7.0,-12.0,110.0,3544.5730754812225
28,7.0,-12.0,114.0,3991.2631117391115
29,7.0,-12.0,118.0,3934.0567266469357
30,7.0,-12.0,122.0,3238.429233258048
31,7.0,-12.0,126.0,3873.627205739622
32,7.0,-12.0,130.0,3835.3931886109626
33,7.0,-12.0,134.0,3772.8346164317436
34,7.0,-12.0,138.0,3706.093601880675
35,7.0,-12.0,142.0,3637.0490910280623
36,7.0,-12.0,146.0,3566.210292251103
37,7.0,-12.0,150.0,3493.019900022314
38,7.0,-12.0,154.0,3418.5908699953998
39,7.0,-12.0,158.0,3342.3687117211207
40,7.0,-12.0,162.0,3264.3376956633724
41,7.0,-12.0,166.0,3184.862710450273
42,7.0,-12.0,170.0,3104.0408229075506
43,7.0,-12.0,174.0,3021.63399926071
44,7.0,-12.0,178.0,2938.0324773171005
45,7.0,-12.0,182.0,2853.233894823334
46,7.0,-12.0,186.0,2767.031020362329
47,7.0,-12.0,190.0,2679.8362438552863
48,7.0,-12.0,194.0,2591.5669378726225
49,7.0,-12.0,198.0,2502.0431973429518
50,7.0,-12.0,202.0,2453.6327623070515
51,7.0,-12.0,206.0,2545.893811770033
52,7.0,-12.0,210.0,2638.5959873488555
53,7.0,-12.0,214.0,2732.214808294189
54,7.0,-12.0,218.0,2826.6917712190498
55,7.0,-12.0,222.0,2920.8715759530787
56,7.0,-12.0,226.0,3014.26742481338
57,7.0,-12.0,230.0,3104.2992983799354
58,7.0,-12.0,234.0,3184.8024063634816
59,7.0,-12.0,238.0,3248.1212793038617
60,7.0,-12.0,242.0,3288.582466007347
61,7.0,-12.0,246.0,3308.777897603012
62,7.0,-12.0,250.0,3317.567062254453
63,7.0,-12.0,254.0,3321.1962580084105
64,7.0,-12.0,258.0,3322.260810759867
65,7.0,-12.0,262.0,3322.7878091529533
66,7.0,-12.0,266.0,3323.2559104836
67,7.0,-12.0,270.0,3323.002048588665
68,7.0,-12.0,274.0,3323.093347046246
69,7.0,-12.0,278.0,3323.3028741274507
70,7.0,-12.0,282.0,3323.0769887532792
71,7.0,-12.0,286.0,3323.1540356012997
72,7.0,-12.0,290.0,3323.346608518755
73,7.0,-12.0,294.0,3323.1165925434693
74,7.0,-12.0,298.0,3323.1985199321207
75,7.0,-12.0,302.0,3323.3874554993663
76,7.0,-12.0,306.0,3323.1546239671566
77,7.0,-12.0,310.0,3323.2391504300012
78,7.0,-12.0,314.0,3323.425704617317
79,7.0,-12.0,318.0,3323.191220053387
80,7.0,-12.0,322.0,3323.276317506044
81,7.0,-12.0,326.0,3323.4616027865695
82,7.0,-12.0,330.0,3323.226497899701
83,7.0,-12.0,334.0,3323.3103554649274
84,7.0,-12.0,338.0,3323.495361856461
85,7.0,-12.0,342.0,3323.260558168742
86,7.0,-12.0,346.0,3323.3415522344485
87,7.0,-12.0,350.0,3323.527164623123
88,7.0,-12.0,354.0,3323.293487874028
89,7.0,-12.0,358.0,3323.3701571379647
90,7.0,-12.0,362.0,3323.557169644705
91,7.0,-12.0,366.0,3323.325362617344
